ZONE_FROM_CATEGORY;ZONE_FROM_NAME;ZONE_TO_CATEGORY;ZONE_TO_NAME;DOOR_CATEGORY;помещение;производитель;заполнение;замок
Технические помещения;Тамбур;Нежилые помещения;Апартамент;1;*;*;*;*
Технические помещения;Тамбур;Нежилые помещения;Холл;1;*;*;*;*
Технические помещения;Тамбур;Нежилые помещения;Прихожая;1;*;*;*;*
Технические помещения;Тамбур;Жилые помещения;Апартамент;1;*;*;*;*
Технические помещения;Тамбур;Жилые помещения;Холл;1;*;*;*;*
Технические помещения;Тамбур;Жилые помещения;Прихожая;1;*;*;*;*
Технические помещения;коридор;Нежилые помещения;Апартамент;1;*;*;*;*
Технические помещения;коридор;Нежилые помещения;Холл;1;*;*;*;*
Технические помещения;коридор;Нежилые помещения;Прихожая;1;*;*;*;*
Технические помещения;коридор;Жилые помещения;Апартамент;1;*;*;*;*
Технические помещения;коридор;Жилые помещения;Холл;1;*;*;*;*
Технические помещения;коридор;Жилые помещения;Прихожая;1;*;*;*;*
Места общего пользования;Тамбур;Нежилые помещения;Апартамент;1;*;*;*;*
Места общего пользования;Тамбур;Нежилые помещения;Холл;1;*;*;*;*
Места общего пользования;Тамбур;Нежилые помещения;Прихожая;1;*;*;*;*
Места общего пользования;Тамбур;Жилые помещения;Апартамент;1;*;*;*;*
Места общего пользования;Тамбур;Жилые помещения;Холл;1;*;*;*;*
Места общего пользования;Тамбур;Жилые помещения;Прихожая;1;*;*;*;*
Места общего пользования;коридор;Нежилые помещения;Апартамент;1;*;*;*;*
Места общего пользования;коридор;Нежилые помещения;Холл;1;*;*;*;*
Места общего пользования;коридор;Нежилые помещения;Прихожая;1;*;*;*;*
Места общего пользования;коридор;Жилые помещения;Апартамент;1;*;*;*;*
Места общего пользования;коридор;Жилые помещения;Холл;1;*;*;*;*
Места общего пользования;коридор;Жилые помещения;Прихожая;1;*;*;*;*
Лестницы;Тамбур-шлюз;Лестницы;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Лестницы;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Лестницы;Тамбур;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Места общего пользования;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Места общего пользования;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур-шлюз;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Лестницы;Холл;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Лестницы;коридор;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Лестницы;Тамбур;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Места общего пользования;Холл;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Места общего пользования;коридор;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Лестницы;Лифтовый холл;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Лестницы;Тамбур;Лестницы;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур;Лестницы;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур;Лестницы;Тамбур;2;*;*;Остеклённая;*
Лестницы;Тамбур;Места общего пользования;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур;Места общего пользования;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Лестницы;Тамбур;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Лестницы;Тамбур;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Лестницы;Тамбур;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Лестницы;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Лестницы;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Лестницы;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Места общего пользования;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Места общего пользования;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур-шлюз;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Лестницы;Холл;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Лестницы;коридор;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Лестницы;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Места общего пользования;Холл;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Места общего пользования;коридор;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Места общего пользования;Лифтовый холл;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Лестницы;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Лестницы;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Лестницы;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Места общего пользования;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Места общего пользования;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Места общего пользования;Тамбур;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Лестницы;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Лестницы;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Места общего пользования;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Места общего пользования;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур-шлюз;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Лестницы;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Лестницы;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Лестницы;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Места общего пользования;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Места общего пользования;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Лестницы;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Лестницы;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Лестницы;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Места общего пользования;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Места общего пользования;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Места общего пользования;Тамбур;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Нежилые помещения;Холл;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Нежилые помещения;коридор;2;*;*;Остеклённая;*
Нежилые помещения;Тамбур;Нежилые помещения;Тамбур;2;*;*;Остеклённая;*
Места общего пользования;лифтовый холл;Лестницы;Лестница-Л#-#;3;*;*;*;*
Места общего пользования;Коридор;Технические помещения;Помещение ВК, ТС;4;*;*;*;*
Места общего пользования;Коридор;Технические помещения;ПСМ;4;*;*;*;*
Места общего пользования;Коридор;Места общего пользования;Помещение ВК, ТС;4;*;*;*;*
Места общего пользования;Коридор;Места общего пользования;ПСМ;4;*;*;*;*
Места общего пользования;лифтовый холл;Технические помещения;Помещение ВК, ТС;4;*;*;*;*
Места общего пользования;лифтовый холл;Технические помещения;ПСМ;4;*;*;*;*
Места общего пользования;лифтовый холл;Места общего пользования;Помещение ВК, ТС;4;*;*;*;*
Места общего пользования;лифтовый холл;Места общего пользования;ПСМ;4;*;*;*;*
Места общего пользования;Коридор;Технические помещения;Помещение ТС;5;*;*;*;*
Места общего пользования;Коридор;Технические помещения;Техническое помещение;5;*;*;*;*
Места общего пользования;Коридор;Нежилые помещения;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;Коридор;Нежилые помещения;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;Коридор;Места общего пользования;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;Коридор;Места общего пользования;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;Коридор;Технические помещения;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;Коридор;Технические помещения;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;лифтовый холл;Нежилые помещения;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;лифтовый холл;Нежилые помещения;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;лифтовый холл;Места общего пользования;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;лифтовый холл;Места общего пользования;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;лифтовый холл;Технические помещения;Помещение ЭОМ, СС;6;*;*;*;*
Места общего пользования;лифтовый холл;Технические помещения;Помещение ЭОМ;6;*;*;*;*
Места общего пользования;Коридор;*;*;7;Шкаф;*;Вент. решётка;*
Места общего пользования;лифтовый холл;*;*;7;Шкаф;*;Вент. решётка;*
Нежилые помещения;офис;*;*;8;Шкаф;*;*;*
Нежилые помещения;лифтовый холл;*;*;8;Шкаф;*;*;*
Нежилые помещения;Коридор;*;*;8;Шкаф;*;*;*
Места общего пользования;офис;*;*;8;Шкаф;*;*;*
Места общего пользования;лифтовый холл;*;*;8;Шкаф;*;*;*
Места общего пользования;Коридор;*;*;8;Шкаф;*;*;*
Технические помещения;Помещение ЭОМ СС;*;*;9;Шкаф;*;*;*
Технические помещения;ПомещениеЭОМ;*;*;9;Шкаф;*;*;*
Места общего пользования;Лифтовый холл;*;*;10;*;*;*;Цилиндр ГОСТ 53780-2010
Нежилые помещения;Коридор;Нежилые помещения;Помещение ТС/ХС;11;*;*;*;*
Нежилые помещения;Коридор;Нежилые помещения;с/у мужской;11;*;*;*;*
Нежилые помещения;Коридор;Нежилые помещения;с/у женский;11;*;*;*;*
Нежилые помещения;Коридор;Нежилые помещения;с/у МГН;11;*;*;*;*
Нежилые помещения;Коридор;Нежилые помещения;ПСМ;11;*;*;*;*
Нежилые помещения;Коридор;Нежилые помещения;ПУИ;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;Помещение ТС/ХС;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;с/у мужской;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;с/у женский;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;с/у МГН;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;ПСМ;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;ПУИ;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;Помещение ТС/ХС;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;с/у мужской;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;с/у женский;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;с/у МГН;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;ПСМ;11;*;*;*;*
Нежилые помещения;Офис;Нежилые помещения;ПУИ;11;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;ПУИ;12;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;Помещение ЭОМ;13;*;*;*;*
Нежилые помещения;холл;Нежилые помещения;Помещение СС;13;*;*;*;*
Лестницы;Лифтовый холл;Нежилые помещения;Офис;14;*;*;Остеклённая;*
Лестницы;Коридор;Нежилые помещения;Офис;14;*;*;Остеклённая;*
Нежилые помещения;Лифтовый холл;Нежилые помещения;Офис;14;*;*;Остеклённая;*
Нежилые помещения;Коридор;Нежилые помещения;Офис;14;*;*;Остеклённая;*
*;*;*;*;15;*;СЕРИЯ 5.904-4;*;*
Места общего пользования;Тамбур-шлюз;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Места общего пользования;Тамбур-шлюз;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Места общего пользования;Тамбур-шлюз;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Места общего пользования;Тамбур-шлюз;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Места общего пользования;Лифтовый холл;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Места общего пользования;Лифтовый холл;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Места общего пользования;Лифтовый холл;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Места общего пользования;Лифтовый холл;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Места общего пользования;ПИК зона #;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Места общего пользования;ПИК зона #;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Места общего пользования;ПИК зона #;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Места общего пользования;ПИК зона #;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Технические помещения;Тамбур-шлюз;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Технические помещения;Лифтовый холл;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Технические помещения;Лифтовый холл;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Технические помещения;Лифтовый холл;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Технические помещения;Лифтовый холл;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Помещение ЭОМ СС;16;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Помещение ЭОМ;16;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Помещение ЭОМ, СС;16;*;*;*;*
Технические помещения;ПИК зона #;Технические помещения;Помещение СС, ЭОМ;16;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Хладоцентр;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;насосная, хранение и дозирование пенообразователя (вертолетная площадка);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;узловая КСК (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;электрощитовая (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;помещение СС (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;помещение СБ/СПЗ (офисы);17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;помещение СС;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;помещение СБ/СПЗ;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Венткамера;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;Узловая КСК;17;*;*;*;*
Нежилые помещения;ПИК #;Технические помещения;узловая КСК АПТВПВ;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Хладоцентр;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;насосная, хранение и дозирование пенообразователя (вертолетная площадка);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;узловая КСК (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;электрощитовая (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;помещение СС (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;помещение СБ/СПЗ (офисы);17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;помещение СС;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;помещение СБ/СПЗ;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Венткамера;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;Узловая КСК;17;*;*;*;*
Нежилые помещения;ПИК;Технические помещения;узловая КСК АПТВПВ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Хладоцентр;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;насосная, хранение и дозирование пенообразователя (вертолетная площадка);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;узловая КСК (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;электрощитовая (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;помещение СС (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;помещение СБ/СПЗ (офисы);17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;помещение СС;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;помещение СБ/СПЗ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Венткамера;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;Узловая КСК;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз;Технические помещения;узловая КСК АПТВПВ;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Хладоцентр;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;насосная, хранение и дозирование пенообразователя (вертолетная площадка);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;узловая КСК (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;электрощитовая (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;помещение СС (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;помещение СБ/СПЗ (офисы);17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;помещение СС;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;помещение СБ/СПЗ;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Венткамера;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;Узловая КСК;17;*;*;*;*
Нежилые помещения;Лифтовый холл;Технические помещения;узловая КСК АПТВПВ;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Хладоцентр;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;насосная, хранение и дозирование пенообразователя (вертолетная площадка);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;узловая КСК (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;электрощитовая (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;венткамера (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;помещение СС (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;помещение СБ/СПЗ (офисы);17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;помещение СС;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;помещение СБ/СПЗ;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Венткамера;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;Узловая КСК;17;*;*;*;*
Нежилые помещения;Коридор;Технические помещения;узловая КСК АПТВПВ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;венткамера приточная зона #;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Венткамера ПД;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Венткамера ОВ/ПД;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Венткамера ДУ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;ИТП;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;ИТП зона #;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Помещение АУПТВПВ;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Тамбур-шлюз;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Помещение ХС;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Помещение ТС, ХС;17;*;*;*;*
Нежилые помещения;Тамбур-шлюз (вертолетная площадка);Технические помещения;Хладоцентр;17;*;*;*;*
